user_id,orbit_height_km,transmission_power,elevation_angle,rain_rate,base_snr_db,snr_db,fading_gain,djscc_accuracy,ldpc_accuracy
3,600.0,0.1,32.169689718381505,13.166435147642721,-13.608326543856553,-5.0,0.8650921821850889,0.6665624976158142,0.0
1,600.0,1.0,34.9816047538945,23.77278622960691,-7.662648491111465,-5.0,1.0321369163639942,0.6665624976158142,0.0
2,600.0,1.0,48.32290311184182,0.6125539079654809,6.265438384106855,5.598276306437345,0.926065907250009,0.698437511920929,0.6
3,600.0,1.0,32.169689718381505,13.166435147642721,-3.6083265438565544,-4.867078797305649,0.8650921821850889,0.6678125262260437,0.0
1,600.0,5.0,34.9816047538945,23.77278622960691,-0.6729484477512786,-0.3982022136081647,1.0321369163639942,0.6910937428474426,0.0
2,600.0,5.0,48.32290311184182,0.6125539079654809,13.255138427467044,12.587976349797534,0.926065907250009,0.6993749737739563,0.6
3,600.0,5.0,32.169689718381505,13.166435147642721,3.381373499503634,2.1226212460545386,0.8650921821850889,0.694531261920929,0.0
1,600.0,7.0,34.9816047538945,23.77278622960691,0.788331909031102,1.0630781431742156,1.0321369163639942,0.6940624713897705,0.0
2,600.0,7.0,48.32290311184182,0.6125539079654809,14.716418784249424,14.049256706579914,0.926065907250009,0.6993749737739563,0.6
3,600.0,7.0,32.169689718381505,13.166435147642721,4.842653856286015,3.583901602836919,0.8650921821850889,0.6962500214576721,0.6
1,600.0,10.0,34.9816047538945,23.77278622960691,2.337351508888533,2.6120977430316468,1.0321369163639942,0.6946874856948853,0.0
2,600.0,10.0,48.32290311184182,0.6125539079654809,16.265438384106854,15.598276306437345,0.926065907250009,0.7003124952316284,0.6
3,600.0,10.0,32.169689718381505,13.166435147642721,6.3916734561434465,5.132921202694351,0.8650921821850889,0.6978124976158142,0.6
1,600.0,50.0,34.9816047538945,23.77278622960691,9.327051552248722,9.601797786391836,1.0321369163639942,0.69921875,0.6
2,600.0,50.0,48.32290311184182,0.6125539079654809,23.255138427467045,20.0,0.926065907250009,0.7009375095367432,0.6
3,600.0,50.0,32.169689718381505,13.166435147642721,13.381373499503635,12.12262124605454,0.8650921821850889,0.6993749737739563,0.6
1,600.0,75.0,34.9816047538945,23.77278622960691,11.087964142805532,11.362710376948648,1.0321369163639942,0.6987500190734863,0.6
2,600.0,75.0,48.32290311184182,0.6125539079654809,25.01605101802386,20.0,0.926065907250009,0.7009375095367432,0.6
3,600.0,75.0,32.169689718381505,13.166435147642721,15.142286090060447,13.88353383661135,0.8650921821850889,0.6990625262260437,0.6
1,600.0,100.0,34.9816047538945,23.77278622960691,12.337351508888535,12.612097743031647,1.0321369163639942,0.6995312571525574,0.6
2,600.0,100.0,48.32290311184182,0.6125539079654809,26.265438384106858,20.0,0.926065907250009,0.7009375095367432,0.6
3,600.0,100.0,32.169689718381505,13.166435147642721,16.391673456143447,15.132921202694352,0.8650921821850889,0.6998437643051147,0.6
1,1000.0,0.1,34.9816047538945,23.77278622960691,-21.763782834604317,-5.0,1.0321369163639942,0.6665624976158142,0.0
2,1000.0,0.1,48.32290311184182,0.6125539079654809,-8.019467393581849,-5.0,0.926065907250009,0.6665624976158142,0.0
3,1000.0,0.1,32.169689718381505,13.166435147642721,-17.651094748169587,-5.0,0.8650921821850889,0.6665624976158142,0.0
1,1000.0,1.0,34.9816047538945,23.77278622960691,-11.763782834604317,-5.0,1.0321369163639942,0.6665624976158142,0.0
2,1000.0,1.0,48.32290311184182,0.6125539079654809,1.9805326064181505,1.313370528748641,0.926065907250009,0.6937500238418579,0.0
3,1000.0,1.0,32.169689718381505,13.166435147642721,-7.651094748169588,-5.0,0.8650921821850889,0.6665624976158142,0.0
1,1000.0,5.0,34.9816047538945,23.77278622960691,-4.774082791244129,-4.499336557101014,1.0321369163639942,0.6706249713897705,0.0
2,1000.0,5.0,48.32290311184182,0.6125539079654809,8.970232649778339,8.30307057210883,0.926065907250009,0.69921875,0.6
3,1000.0,5.0,32.169689718381505,13.166435147642721,-0.6613947048093994,-1.9201469582584947,0.8650921821850889,0.6864062547683716,0.0
1,1000.0,7.0,34.9816047538945,23.77278622960691,-3.312802434461749,-3.038056200318635,1.0321369163639942,0.6801562309265137,0.0
2,1000.0,7.0,48.32290311184182,0.6125539079654809,10.43151300656072,9.76435092889121,0.926065907250009,0.6990625262260437,0.6
3,1000.0,7.0,32.169689718381505,13.166435147642721,0.7998856519729801,-0.4588666014761151,0.8650921821850889,0.6910937428474426,0.0
1,1000.0,10.0,34.9816047538945,23.77278622960691,-1.7637828346043172,-1.4890366004612035,1.0321369163639942,0.6875,0.0
2,1000.0,10.0,48.32290311184182,0.6125539079654809,11.980532606418151,11.31337052874864,0.926065907250009,0.6987500190734863,0.6
3,1000.0,10.0,32.169689718381505,13.166435147642721,2.3489052518304128,1.0901529983813176,0.8650921821850889,0.6940624713897705,0.0
1,1000.0,50.0,34.9816047538945,23.77278622960691,5.225917208755871,5.500663442898985,1.0321369163639942,0.6981250047683716,0.6
2,1000.0,50.0,48.32290311184182,0.6125539079654809,18.97023264977834,18.30307057210883,0.926065907250009,0.7007812261581421,0.6
3,1000.0,50.0,32.169689718381505,13.166435147642721,9.3386052951906,8.079853041741504,0.8650921821850889,0.698437511920929,0.6
1,1000.0,75.0,34.9816047538945,23.77278622960691,6.986829799312684,7.261576033455798,1.0321369163639942,0.6985937356948853,0.6
2,1000.0,75.0,48.32290311184182,0.6125539079654809,20.731145240335152,20.0,0.926065907250009,0.7009375095367432,0.6
3,1000.0,75.0,32.169689718381505,13.166435147642721,11.099517885747412,9.840765632298316,0.8650921821850889,0.6990625262260437,0.6
1,1000.0,100.0,34.9816047538945,23.77278622960691,8.236217165395683,8.510963399538797,1.0321369163639942,0.6995312571525574,0.6
2,1000.0,100.0,48.32290311184182,0.6125539079654809,21.98053260641815,20.0,0.926065907250009,0.7009375095367432,0.6
3,1000.0,100.0,32.169689718381505,13.166435147642721,12.348905251830411,11.090152998381315,0.8650921821850889,0.6987500190734863,0.6
